"","gene","pvalue","lfc","padj","color"
"117","1810043H04Rik",0.0392118895705754,-1.16736723462174,0.913667360098016,"none"
"118","1810049J17Rik",0.202244746763338,2.41510134165027,0.627704516082379,"none"
"119","1810055G02Rik",0.0103140037629672,-0.568767818741022,0.976530913893269,"none"
"120","2010107E04Rik",0.0362908376690983,-0.733106859989376,0.919833372832411,"none"
"121","2010107G23Rik",0.0524323914490299,-0.734058787941374,0.886273183003738,"none"
"123","2010111I01Rik",0.0368789170717762,-0.673186873230253,0.918588666746151,"none"
"124","2010300C02Rik",0.00746652886953918,0.53323220889156,0.98295462651779,"none"
"125","2010315B03Rik",0.00746652886953918,-0.556609575084897,0.98295462651779,"none"
"128","2210013O21Rik",0.0040628251745261,-0.371206860507613,0.990688621203011,"none"
"129","2210016F16Rik",0.00175501553439055,0.108248347920708,0.995967081538918,"none"
"130","2210016L21Rik",0.0103140037629672,-0.354665679285212,0.976530913893269,"none"
"132","2210408I21Rik",0.0195061422340442,0.988298043339142,0.956079173080627,"none"
"133","2210418O10Rik",0.00746652886953918,0.581914818100329,0.98295462651779,"none"
"134","2300009A05Rik",0.0338102459935007,-1.24186139264555,0.925102285730438,"none"
"135","2310009B15Rik",0.00669378611366504,-0.363486623451599,0.984705160439594,"none"
"136","2310011J03Rik",0.0300694748564615,-0.780659035936358,0.933105018396531,"none"
"137","2310022A10Rik",0.000592281041289097,0.0470008491941519,0.998637152025393,"none"
"138","2310022B05Rik",0.893087424263293,-1.52937276718219,0.127912378831124,"none"
"140","2310033P09Rik",0.000592281041289097,0.0298733750921669,0.998637152025393,"none"
"141","2310035C23Rik",0.19270475143257,0.584023519102249,0.64164564147494,"none"
"142","2310036O22Rik",0.0106984186094666,-0.404594368429546,0.975666922047053,"none"
"145","2310057M21Rik",0.00746652886953918,-0.390886206666981,0.98295462651779,"none"
"146","2310061I04Rik",0.0287703994887932,-0.58880048195116,0.935900330219783,"none"
"147","2410002F23Rik",0.0040628251745261,-0.149689520244019,0.990688621203011,"none"
"148","2410004B18Rik",0.00175501553439055,0.104414806480071,0.995967081538918,"none"
"149","2410004P03Rik",0.0103140037629672,-1.17323521411502,0.976530913893269,"none"
"150","2410015M20Rik",0.0544644550447112,-1.03189943642383,0.882135997853622,"none"
"151","2410016O06Rik",0.00669378611366504,0.442654223407694,0.984705160439594,"none"
"152","2410089E03Rik",0.00349420972577769,0.135355912912219,0.991986564910106,"none"
"153","2410131K14Rik",0.00648414286656302,-0.348159278993959,0.985180613455058,"none"
"155","2510002D24Rik",0.0106984186094666,-0.794973250893131,0.975666922047053,"none"
"156","2510009E07Rik",0.0485999836092265,0.535179882932269,0.894128661248398,"none"
"157","2510039O18Rik",0.0129722750816409,-0.412882827356742,0.970571925593145,"none"
"158","2610001J05Rik",0.00669378611366504,-0.393122810351041,0.984705160439594,"none"
"159","2610002M06Rik",0.0345788948635473,0.515826511975013,0.92346641429898,"none"
"160","2610008E11Rik",0.00746652886953918,-0.415527510594081,0.98295462651779,"none"
"162","2610021A01Rik",0.00262314778467679,-0.169330741611076,0.993978183271232,"none"
"164","2610044O15Rik8",0.000592281041289097,-0.0253250705172109,0.998637152025393,"none"
"165","2610301B20Rik",0.0021831815221114,0.0955202180466244,0.994985652795893,"none"
"167","2610507B11Rik",0.0103140037629672,0.256951451624339,0.976530913893269,"none"
"168","2610524H06Rik",0.11303641817404,-1.24859905138961,0.770838826936142,"none"
